city,Population,Household Income,Median Age,Number of Breweries in City,Market Segment Counts
McKinleyville,19055.0,48914.0,37.7,2,Entry
Ambler,33342.0,100326.0,43.3,2,Entry
Alvin,46889.0,52507.0,35.2,2,Entry
St Petersburg,22418.0,39590.0,43.6,2,Entry
Altoona,20344.5,42799.0,37.8,2,Entry
Oak Harbor,37484.0,53556.0,33.3,2,Entry
El Segundo,16760.0,84341.0,38.3,2,Entry
Massillon,46219.0,46571.0,42.0,2,Entry
Douglas,5145.5,55583.5,48.3,2,Entry
Afton,4201.0,62938.0,48.9,2,Entry
Addison,13214.0,57633.0,32.2,2,Entry
Ephrata,32475.0,54669.0,38.0,2,Entry
Pittsboro,18415.0,62474.0,48.9,2,Entry
Escanaba,17445.0,34212.0,43.1,2,Entry
Etna,2379.0,43325.0,51.2,2,Entry
Mariposa,11471.0,49780.0,50.4,2,Entry
Pittsfield,25050.0,42740.0,41.8,2,Entry
Soldotna,14572.0,63482.0,35.6,2,Entry
Export,9268.0,62449.0,44.3,2,Entry
Solana Beach,12345.0,87701.0,43.8,2,Entry
Fairbanks,19067.0,50585.0,31.7,2,Entry
Adamstown,2902.5,73526.5,40.849999999999994,2,Entry
Acton,21804.0,109578.0,41.9,2,Entry
Snoqualmie,12690.0,121415.0,34.8,2,Entry
Fairview,10321.0,54488.0,42.4,2,Entry
Smyrna,24446.0,59519.0,37.7,2,Entry
Slippery Rock,13758.0,45203.0,23.4,2,Entry
Skowhegan,9874.0,36512.0,43.4,2,Entry
Fennville,8944.0,39286.0,41.7,2,Entry
Sonoma,38800.0,58785.0,44.9,2,Entry
Enola,16608.0,62788.0,39.4,2,Entry
Mason City,29322.0,42458.0,42.8,2,Entry
Pitman,9685.0,71307.0,41.9,2,Entry
North Kansas City,14938.0,42940.0,40.9,2,Entry
North Little Rock,12218.0,19123.0,33.9,2,Entry
Elizabethtown,38726.0,52948.0,38.65,2,Entry
Southern Pines,13980.0,47982.0,48.6,2,Entry
Southampton,17812.5,77902.0,46.55,2,Entry
Mashpee,14000.0,63657.0,49.1,2,Entry
South San Francisco,65200.0,77058.0,37.8,2,Entry
del Valle,21096.0,45212.0,30.0,2,Entry
Elkin,10683.0,36560.0,43.9,2,Entry
Elkins,14408.0,38394.0,44.6,2,Entry
South Orange,16435.0,124213.0,35.7,2,Entry
South Lyon,29815.0,72091.0,41.1,2,Entry
Ellensburg,30484.0,40412.0,28.2,2,Entry
Ellicott City,40829.0,125257.0,40.6,2,Entry
Ellsworth,7028.0,51801.0,43.599999999999994,2,Entry
Maryland Heights,22286.0,61300.0,38.1,2,Entry
Martinsville,30628.0,50314.0,40.5,2,Entry
Marshfield,25854.0,70649.0,43.1,2,Entry
Agoura Hills,26218.0,109675.0,44.3,2,Entry
Dowagiac,14493.0,36846.0,40.7,2,Entry
Duncannon,9098.0,63655.0,44.4,2,Entry
Nevada City,17668.0,63132.0,50.7,2,Entry
Merrimack,25538.0,88555.0,42.8,2,Entry
Crescent City,24687.0,39486.0,37.9,2,Entry
Susanville,21963.0,54372.0,35.0,2,Entry
Winthrop,4019.0,54123.5,47.95,2,Entry
Darien,23067.0,79274.0,46.5,2,Entry
Tecumseh,14508.0,56497.0,42.9,2,Entry
Merritt Island,22097.0,51470.0,48.6,2,Entry
Superior,30396.0,41798.0,37.5,2,Entry
Daytona Beach,32630.0,25150.0,32.4,2,Entry
Corrales,9052.0,80739.0,52.6,2,Entry
Sunnyside,22498.0,36703.0,26.8,2,Entry
Dearborn,39511.0,43204.5,34.6,2,Entry
Decorah,13845.0,53141.0,40.1,2,Entry
Nisswa,5214.0,60114.0,50.3,2,Entry
Sunbury,14124.5,54056.5,42.05,2,Entry
Sumner,10320.0,51863.0,36.5,2,Entry
Delafield,8120.0,94873.0,43.3,2,Entry
Woodland Park,11811.0,64675.0,47.2,2,Entry
Apex,32139.0,95816.0,36.5,2,Entry
Miami Beach,38066.0,46612.0,38.1,2,Entry
Dalton,17723.5,47364.5,42.05,2,Entry
Taos,10247.0,31166.0,46.3,2,Entry
Croydon,8927.5,55503.5,43.1,2,Entry
Crozet,7516.0,76354.0,42.2,2,Entry
Newton,19046.0,86547.0,41.900000000000006,2,Entry
Middlebury,10545.0,56791.0,32.5,2,Entry
Crystal River,8778.5,40715.0,51.7,2,Entry
Wolfeboro,6252.0,65903.0,54.8,2,Entry
Wisconsin Dells,10265.0,51301.0,44.0,2,Entry
Niceville,30428.0,73218.0,42.8,2,Entry
Apple Valley,39987.0,43472.0,36.8,2,Entry
Woodland Hills,33625.0,62016.0,36.0,2,Entry
Cypress,64938.0,92976.5,32.4,2,Entry
Sylva,16457.0,41446.0,42.2,2,Entry
Crested Butte,3689.0,72409.0,37.4,2,Entry
Miamisburg,36006.0,51265.0,39.5,2,Entry
Middleburg Heights,50416.0,48212.0,44.0,2,Entry
Cottonwood,13629.0,43489.5,41.2,2,Entry
Delaware,49491.0,63130.0,36.3,2,Entry
Stowe,4345.0,66867.0,41.0,2,Entry
Sturgeon Bay,26847.5,59655.5,41.45,2,Entry
Delmar,11226.0,76234.0,39.75,2,Entry
Sturbridge,4653.0,72234.5,42.900000000000006,2,Entry
Diamond Springs,4893.0,57340.0,40.1,2,Entry
Strongsville,22334.5,77038.5,44.45,2,Entry
Anacortes,20305.0,60369.0,49.8,2,Entry
Mill Valley,30650.0,110221.0,45.5,2,Entry
Andover,33746.0,112681.0,42.7,2,Entry
Stow,38443.0,63111.0,40.2,2,Entry
Media,35666.0,87347.0,45.5,2,Entry
Stonington,5299.0,92183.0,49.3,2,Entry
Medfield,12136.0,133931.0,43.4,2,Entry
Pendleton,21829.0,49576.0,39.2,2,Entry
Peekskill,23702.0,58226.0,39.7,2,Entry
Philipsburg,1347.0,43958.0,56.7,2,Entry
Anderson,22994.5,31084.5,36.45,2,Entry
Derry,33417.0,64642.0,39.2,2,Entry
Delta,13617.0,41718.0,39.1,2,Entry
Coraopolis,40774.0,63277.0,41.2,2,Entry
Angier,17425.0,43289.0,38.6,2,Entry
Suisun City,28823.0,70374.0,32.8,2,Entry
Menomonie,25904.0,45719.0,27.7,2,Entry
Asbury Park,39099.0,53160.0,39.1,2,Entry
Crown Point,60191.0,69071.0,40.1,2,Entry
Andrews,5363.0,30595.0,46.1,2,Entry
Cooperstown,5456.0,57375.0,50.4,2,Entry
Ocean Springs,38187.0,59528.0,36.5,2,Entry
Mentor,60780.0,64446.0,45.0,2,Entry
Put In Bay,536.0,47344.0,54.9,1,Entry
Ocracoke,594.0,48644.0,53.2,1,Entry
Putnam,9524.0,46657.0,38.5,1,Entry
Radford,21702.0,39808.0,30.7,1,Entry
Opelika,22895.0,37451.0,37.8,1,Entry
Ocean Isle Beach,6293.0,49750.0,57.7,1,Entry
Norton,19209.0,81069.0,39.5,1,Entry
Northglenn,45830.0,58820.0,33.5,1,Entry
Ocean View,5633.0,76563.0,48.3,1,Entry
Ocala,24689.0,50913.0,43.2,1,Entry
Ocean,39099.0,53160.0,39.1,1,Entry
Rahway,27701.0,58101.0,38.4,1,Entry
Oakhurst,7308.0,43376.0,56.1,1,Entry
Norwalk,27246.0,56127.0,37.6,1,Entry
Oakland Park,28709.0,48025.0,39.6,1,Entry
Quincy,33125.0,37059.0,38.3,1,Entry
Queenstown,3863.0,85909.0,48.1,1,Entry
Old Saybrook,10258.0,75549.0,49.9,1,Entry
Old Forge,1271.0,60438.0,56.8,1,Entry
Quinter,1446.0,44688.0,41.8,1,Entry
Oldenburg,1064.0,63571.0,36.7,1,Entry
Queens,99379.0,50799.0,35.0,1,Entry
Oak Creek,34580.0,65813.0,37.7,1,Entry
Pullman,32148.0,27177.0,22.0,1,Entry
Oak Bluffs,4563.0,69844.0,44.7,1,Entry
Olean,18523.0,41807.0,41.6,1,Entry
Olivebridge,1976.0,61793.0,47.1,1,Entry
Ojo Caliente,1114.0,45327.0,29.0,1,Entry
Oakville,8287.0,66783.0,44.1,1,Entry
Novi,22189.0,83968.0,40.0,1,Entry
Queen Creek,51190.0,73367.0,30.5,1,Entry
Oaklyn,13910.0,56135.0,38.0,1,Entry
Ohiowa,214.0,58125.0,53.9,1,Entry
Norway,4999.0,38629.0,49.2,1,Entry
Quilcene,2011.0,47981.0,53.1,1,Entry
Oakmont,6340.0,54861.0,48.6,1,Entry
Odenton,31219.0,95919.0,34.3,1,Entry
Pryor,16773.0,45741.0,37.1,1,Entry
Oakridge,3736.0,43982.0,55.9,1,Entry
Punta Gorda,19723.0,51136.0,64.7,1,Entry
Opa Locka,29662.0,24966.0,30.9,1,Entry
Pulaski,3014.0,39652.0,48.1,1,Entry
Portsmouth ,17155.0,74494.0,46.0,1,Entry
Orange Park,39458.0,52800.0,39.4,1,Entry
Phelps,4328.0,52500.0,43.7,1,Entry
Pompton Lakes,11126.0,92033.0,39.8,1,Entry
Ponca City,20015.0,36028.0,34.3,1,Entry
Poncha Springs,1052.0,41154.0,30.6,1,Entry
Phoenicia,935.0,49911.0,58.1,1,Entry
Philomath,7931.0,59040.0,41.2,1,Entry
Ponderay,983.0,24583.0,30.9,1,Entry
Phillipsburg,1289.0,35804.0,45.1,1,Entry
Poplar Bluff,34486.0,35678.0,40.0,1,Entry
Poquoson,12095.0,81701.0,43.5,1,Entry
Port Allen,2611.0,69777.0,37.4,1,Entry
Phenix City,21976.0,37202.0,32.9,1,Entry
Port Austin,2327.0,38705.0,57.4,1,Entry
Pharr,72047.0,32054.0,28.6,1,Entry
Pomeroy,6550.0,34852.0,42.6,1,Entry
Peyton,22256.0,81000.0,35.0,1,Entry
Port Clinton,13659.0,48135.0,46.1,1,Entry
Port Crane,3915.0,51976.0,43.5,1,Entry
Peterborough,6678.0,66406.0,49.3,1,Entry
Port Jefferson,9351.0,109696.0,43.3,1,Entry
Port Jefferson Station,25969.0,84733.0,37.5,1,Entry
Port Jervis,14263.0,42797.0,41.1,1,Entry
Pescadero,1764.0,80417.0,38.2,1,Entry
Peru,6316.0,66260.0,45.8,1,Entry
Port Lavaca,17238.0,46296.0,36.9,1,Entry
Perryville,16429.0,45046.0,39.1,1,Entry
Port Neches,12931.0,61363.0,40.5,1,Entry
Pickerington,39513.0,86510.0,39.0,1,Entry
Piedmont,3501.0,62132.0,39.3,1,Entry
Orcutt,42919.0,69602.0,40.6,1,Entry
Point Lookout,1309.0,108664.0,48.5,1,Entry
Plainville,17767.0,60630.0,42.4,1,Entry
Pittston,17219.0,44152.0,45.5,1,Entry
Plainwell,15624.0,53743.0,40.9,1,Entry
Pittsford,32537.0,106113.0,45.9,1,Entry
Plant City,18477.0,49680.0,43.4,1,Entry
Plattsmouth,12621.0,67022.0,42.4,1,Entry
Pleasanton,41638.0,117475.0,42.2,1,Entry
Plover,13732.0,60646.0,35.6,1,Entry
Pismo Beach,7746.0,65859.0,51.9,1,Entry
Plum City,1335.0,49345.0,44.6,1,Entry
Pisgah Forest ,7166.0,41315.0,51.2,1,Entry
Pocono Pines,2026.0,54265.0,46.3,1,Entry
Pisgah Forest,7166.0,41315.0,51.2,1,Entry
Polson,10082.0,34871.0,42.7,1,Entry
Pipersville,6864.0,115725.0,42.6,1,Entry
Pineville,9998.0,50763.0,34.9,1,Entry
Point Pleasant Beach,24377.0,77700.0,43.8,1,Entry
Pinedale,5392.0,85130.0,34.0,1,Entry
Pine Island,1674.0,79643.0,43.3,1,Entry
Point Pleasant Boro,24377.0,77700.0,43.8,1,Entry
Polk City,5306.0,111000.0,40.8,1,Entry
Pine City,9171.0,47556.0,43.2,1,Entry
Pine,1989.0,47667.0,61.0,1,Entry
Pikeville,24221.0,35061.0,39.6,1,Entry
Pigeon Forge,6635.0,34280.0,45.2,1,Entry
Pollock Pines,8902.0,55526.0,47.4,1,Entry
Perry,5434.0,48153.0,42.0,1,Entry
Perkasie,24984.0,78312.0,41.4,1,Entry
Perham,6252.0,53817.0,45.6,1,Entry
Prestonsburg,12465.0,28458.0,36.7,1,Entry
Pacifica,37943.0,94453.0,41.7,1,Entry
Pacific Grove,15241.0,71969.0,49.3,1,Entry
Pacific City,696.0,28269.0,67.6,1,Entry
Pacific,6495.0,52482.0,32.8,1,Entry
PAW PAW,13332.0,51765.0,39.9,1,Entry
Oyster Bay,8981.0,106120.0,45.9,1,Entry
Powhatan,23815.0,73868.0,42.7,1,Entry
Prairieville,37603.0,88494.0,34.1,1,Entry
Oxon Hill,29710.0,60629.0,35.7,1,Entry
Prescott Valley,35577.0,39857.0,34.2,1,Entry
Owego,11795.0,56025.0,44.2,1,Entry
Oviedo,58153.0,68995.0,33.4,1,Entry
Ovid,2806.0,44907.0,37.3,1,Entry
Pennsauken,18502.0,49747.0,36.4,1,Entry
Overland Park,18954.0,52761.0,35.0,1,Entry
Ottumwa,29993.0,40795.0,39.1,1,Entry
Prineville,18512.0,35764.0,45.7,1,Entry
Prior Lake,30650.0,98799.0,38.4,1,Entry
Proctorsville,803.0,49167.0,48.8,1,Entry
Osseo,4776.0,51636.0,42.2,1,Entry
Oskaloosa,15091.0,44045.0,39.9,1,Entry
Oscoda,8667.0,34080.0,50.2,1,Entry
Osage,5786.0,51100.0,44.5,1,Entry
Orleans,5982.0,59938.0,62.2,1,Entry
Oriental,3014.0,57128.0,58.6,1,Entry
Ord,2949.0,40543.0,49.4,1,Entry
Palatine,38450.0,92212.0,41.6,1,Entry
Palisade,5363.0,58768.0,49.4,1,Entry
Pottstown,45593.0,55900.0,38.6,1,Entry
Potter Valley,1906.0,52902.0,35.9,1,Entry
Pennington,13312.0,144250.0,44.1,1,Entry
Penfield,20229.0,77386.0,42.7,1,Entry
Port Orange,20300.0,40497.0,48.1,1,Entry
Peconic,262.0,83000.0,61.3,1,Entry
Port Orchard,33176.0,56549.0,37.2,1,Entry
Peckville,5010.0,38826.0,52.7,1,Entry
Peaks Island,900.0,44091.0,53.5,1,Entry
Peachtree City,34879.0,87159.0,42.2,1,Entry
Pawnee City,1333.0,32831.0,47.2,1,Entry
Pawleys Island,13356.0,55471.0,55.4,1,Entry
Pawcatuck,9119.0,68240.0,42.0,1,Entry
Port Washington,12700.0,61560.0,38.6,1,Entry
Parsonsburg,3870.0,51729.0,38.8,1,Entry
Parkesburg,6929.0,67829.0,35.4,1,Entry
Park Hills,16707.0,31351.0,38.2,1,Entry
Portales,18901.0,38668.0,28.5,1,Entry
Paragould,36018.0,37884.0,38.3,1,Entry
Porter,26617.0,58109.0,33.8,1,Entry
Paradise,460.0,42778.0,54.2,1,Entry
Papillion,27000.0,80600.0,34.9,1,Entry
Paonia,3875.0,52782.0,46.6,1,Entry
Panama City,23577.0,35186.0,40.2,1,Entry
Palmyra,20198.0,58929.0,43.9,1,Entry
Palm Desert,23729.0,56737.0,62.4,1,Entry
Palm Coast,36076.0,51153.0,53.7,1,Entry
Abbottstown,3501.0,61607.0,40.7,1,Entry
Shepherdstown,7075.0,69125.0,34.4,1,Entry
Rancho Mirage,17456.0,77526.0,61.0,1,Entry
Valley Center,20559.0,81835.0,40.5,1,Entry
Visalia,53742.0,52546.0,29.9,1,Entry
Virginia City,688.0,75217.0,58.2,1,Entry
Vinton,18464.0,50819.0,42.8,1,Entry
Vineland,43402.0,47454.0,36.3,1,Entry
Vienna,23941.0,127205.0,38.5,1,Entry
Victoria,6784.0,120658.0,35.9,1,Entry
Versailles,5497.0,55598.0,38.2,1,Entry
Venango,902.0,47222.0,43.2,1,Entry
Vandergrift,8858.0,37991.0,43.3,1,Entry
Vandalia,15008.0,55634.0,42.8,1,Entry
Valrico,29771.0,88844.0,40.8,1,Entry
Valley Park,8427.0,60471.0,35.5,1,Entry
Valentine,3903.0,45700.0,48.7,1,Entry
Suwanee,68650.0,99931.0,36.2,1,Entry
Valencia,32282.0,88415.0,38.1,1,Entry
Valdosta,33968.0,24582.0,29.2,1,Entry
Valdez,4000.0,93313.0,33.8,1,Entry
Valdese,9238.0,40316.0,46.6,1,Entry
Vail,5668.0,73170.0,43.5,1,Entry
Vacaville,34599.0,79452.0,38.4,1,Entry
Urbana,18944.0,43767.0,37.7,1,Entry
Upper Marlboro,42874.0,91855.0,40.1,1,Entry
Upper Arlington,33315.0,81343.0,36.4,1,Entry
Uniontown,31654.0,34950.0,45.0,1,Entry
Union,3665.0,52155.0,46.5,1,Entry
Two Harbors,6936.0,46891.0,45.5,1,Entry
Voorhees,29261.0,80471.0,43.2,1,Entry
Wabash,16554.0,43091.0,44.1,1,Entry
Waitsburg,1715.0,51169.0,42.8,1,Entry
Waldoboro,5042.0,45360.0,40.8,1,Entry
West Boylston,7698.0,72107.0,38.9,1,Entry
West Allis,34696.0,42199.0,35.7,1,Entry
Weslaco,66125.0,34297.0,29.6,1,Entry
Wentzville,35253.0,72207.0,34.5,1,Entry
Wellington,9345.0,72481.0,33.1,1,Entry
Weedsport,5529.0,55531.0,43.7,1,Entry
Weed,6422.0,42857.0,42.9,1,Entry
Wayzata,14875.0,97267.0,47.2,1,Entry
Wayne,6736.0,49167.0,25.6,1,Entry
Wayland,12007.0,53665.0,38.5,1,Entry
Waxhaw,45200.0,93297.0,37.5,1,Entry
Wawarsing,844.0,41306.0,42.7,1,Entry
Waukegan,70997.0,41006.0,30.0,1,Entry
Watford City,3331.0,71471.0,42.1,1,Entry
Watervliet,6388.0,42237.0,37.0,1,Entry
Waterville,26254.0,38182.0,40.6,1,Entry
Waterloo ,29075.0,47900.0,38.6,1,Entry
Waterford,22185.0,51596.0,39.4,1,Entry
Waterbury Center,2157.0,71250.0,47.2,1,Entry
Water Valley,9024.0,37073.0,39.9,1,Entry
Washburn,3360.0,50049.0,48.4,1,Entry
Waseca,13316.0,53561.0,39.0,1,Entry
Warners,2559.0,77039.0,34.2,1,Entry
Walnut Creek,26672.0,121067.0,46.1,1,Entry
Walkerton,7644.0,45515.0,45.0,1,Entry
Twin Falls,52396.0,43726.0,33.4,1,Entry
Turners Falls,5513.0,39792.0,41.9,1,Entry
Tunkhannock,12270.0,50278.0,42.4,1,Entry
Ticonderoga,5025.0,42083.0,48.9,1,Entry
Thomas,767.0,31875.0,51.6,1,Entry
Thermopolis,4710.0,41659.0,49.1,1,Entry
The Woodlands,37028.0,101383.0,43.1,1,Entry
The Dalles,20274.0,43435.0,41.2,1,Entry
Teutopolis,3919.0,73708.0,36.4,1,Entry
Terrebonne,6082.0,52877.0,52.2,1,Entry
Terre Haute,12814.0,21360.0,28.2,1,Entry
Tequesta,13915.0,66025.0,54.1,1,Entry
Tenino,6637.0,55720.0,41.5,1,Entry
Ten Sleep,742.0,40938.0,52.8,1,Entry
Temple,16869.0,40237.0,39.3,1,Entry
Telford,14791.0,75465.0,41.5,1,Entry
Tehachapi,34851.0,57433.0,39.3,1,Entry
Tecopa,108.0,20000.0,57.5,1,Entry
Taylors,42351.0,49773.0,38.5,1,Entry
Tawas City,5370.0,42319.0,50.5,1,Entry
Tarrytown,22890.0,80814.0,39.3,1,Entry
Tarboro,22146.0,35030.0,41.4,1,Entry
Tannersville,3035.0,54884.0,39.5,1,Entry
Tamaqua,11174.0,37003.0,45.1,1,Entry
Talkeetna,1392.0,45662.0,47.3,1,Entry
Tahoe City,2997.0,66628.0,42.1,1,Entry
Taft,17143.0,45024.0,32.0,1,Entry
Sycamore,22299.0,64274.0,36.9,1,Entry
Swiftwater,930.0,58969.0,46.7,1,Entry
Thousand Palms,7429.0,42842.0,42.9,1,Entry
Tiffin,29438.0,40847.0,39.8,1,Entry
Tullahoma,25301.0,37041.0,42.2,1,Entry
Tigard,31981.0,54567.0,42.8,1,Entry
Tulare,70820.0,44775.0,29.9,1,Entry
Tukwila,23478.0,40815.0,34.6,1,Entry
Tucker,35524.0,52167.0,37.4,1,Entry
Tuckahoe,10479.0,94897.0,38.8,1,Entry
Tryon,6662.0,46713.0,56.9,1,Entry
Truth or Consequences,6870.0,24874.0,54.1,1,Entry
Trussville,25294.0,76698.0,41.4,1,Entry
Trumbull,36251.0,108854.0,43.6,1,Entry
Trumansburg,6626.0,62900.0,42.9,1,Entry
Troutville,9719.0,70671.0,48.4,1,Entry
Troutdale,21530.0,59422.0,33.2,1,Entry
Troupsburg,980.0,37000.0,39.7,1,Entry
Trinity,38613.0,55651.0,46.0,1,Entry
Trinidad,12281.0,41162.0,43.3,1,Entry
Travelers Rest,20841.0,46409.0,36.0,1,Entry
Tracy,49442.0,63374.0,33.5,1,Entry
Trabuco Canyon,33377.0,142803.0,39.8,1,Entry
Townsend,2854.0,38797.0,54.5,1,Entry
Toppenish,13596.0,35210.0,26.1,1,Entry
Tooele,45118.0,61447.0,29.6,1,Entry
Tonopah,3392.0,40896.0,44.2,1,Entry
Tombstone,2094.0,26897.0,52.5,1,Entry
Tinton Falls,37041.0,61067.0,44.1,1,Entry
Timnath,880.0,113106.0,31.7,1,Entry
Tilton,8394.0,58449.0,41.9,1,Entry
West Branch,10062.0,38193.0,47.5,1,Entry
West Brookfield,4646.0,62667.0,45.7,1,Entry
West Burke,1569.0,46776.0,39.4,1,Entry
Wrentham,11058.0,100574.0,44.2,1,Entry
Woonsocket,41113.0,36058.0,36.5,1,Entry
Woodruff,5016.0,41743.0,49.1,1,Entry
Woodridge,32578.0,77001.0,37.4,1,Entry
Woodland,37686.0,51158.0,37.8,1,Entry
Woodfin,20645.0,50058.0,42.4,1,Entry
Wolf Point,5193.0,42699.0,30.8,1,Entry
Wolcott,16688.0,83993.0,43.8,1,Entry
Woburn,38961.0,75138.0,39.7,1,Entry
Wixom,16560.0,47908.0,33.9,1,Entry
Winterset,8217.0,51113.0,40.8,1,Entry
Winters,10008.0,55163.0,40.8,1,Entry
Winterport,3770.0,55438.0,41.1,1,Entry
Winter Springs,43157.0,65751.0,39.1,1,Entry
Winter Haven,36076.0,37654.0,37.2,1,Entry
Winter Garden,47990.0,55875.0,35.4,1,Entry
Winston-Salem,17454.0,24350.0,38.7,1,Entry
Winston,7353.0,34858.0,40.0,1,Entry
Winsted,12643.0,60298.0,44.4,1,Entry
Winooski,7071.0,43922.0,31.7,1,Entry
Winona,35624.0,44620.0,31.5,1,Entry
Winnsboro,10010.0,40427.0,47.1,1,Entry
Windham,1687.0,50536.0,55.8,1,Entry
Wimberley,12453.0,66050.0,52.0,1,Entry
Wilmette,27268.0,129551.0,43.8,1,Entry
Willowbrook,28181.0,72950.0,43.3,1,Entry
Wooster,42807.0,45997.0,39.5,1,Entry
Wyalusing,4449.0,55795.0,42.9,1,Entry
Willmar,23064.0,44851.0,37.0,1,Entry
Wyandotte,25621.0,48664.0,41.0,1,Entry
salt lake city,21311.0,53775.0,36.2,1,Entry
rogers,39202.0,44374.0,36.7,1,Entry
okolona,5585.0,26235.0,43.2,1,Entry
middleburg hts,50416.0,48212.0,44.0,1,Entry
kennesaw,51872.0,59758.0,32.1,1,Entry
index,462.0,32386.0,49.2,1,Entry
fayetteville,30112.0,35759.0,30.5,1,Entry
del Norte,3136.0,34316.0,44.2,1,Entry
del Mar,13403.0,114880.0,49.8,1,Entry
Zephyrhills,21178.0,32174.0,54.2,1,Entry
Zeeland,28202.0,64517.0,33.9,1,Entry
Yucaipa,53370.0,58420.0,37.0,1,Entry
Yuba City,41309.0,42589.0,31.2,1,Entry
Youngsville,16242.0,57863.0,37.2,1,Entry
Youngstown,914.0,10587.0,41.3,1,Entry
York Haven,5366.0,60909.0,38.5,1,Entry
Yorba Linda,47786.0,108008.0,42.1,1,Entry
Yonkers,61167.0,43767.0,34.5,1,Entry
Yelm,21333.0,55226.0,33.0,1,Entry
Yellow Springs,5152.0,63086.0,50.9,1,Entry
Yarrow Point,30072.0,93521.0,37.4,1,Entry
Yardley,50790.0,91182.0,42.1,1,Entry
Yachats,2007.0,40231.0,59.2,1,Entry
Xenia,38313.0,49370.0,40.9,1,Entry
Wylie,48611.0,81413.0,33.8,1,Entry
Willow Springs,5006.0,75203.0,44.3,1,Entry
Willimantic,19792.0,33723.0,26.6,1,Entry
West Chester ,49559.0,84010.0,38.6,1,Entry
Westtown,2759.0,101121.0,43.7,1,Entry
Westminister,37650.0,71826.0,40.3,1,Entry
Westlake,32552.0,76358.0,45.1,1,Entry
Westhampton,17605.0,59963.0,43.2,1,Entry
Westford,1702.0,77243.0,43.5,1,Entry
Western Springs,13008.0,139257.0,42.4,1,Entry
Westerly,21248.0,60394.0,44.8,1,Entry
West Terre Haute,8935.0,47381.0,42.2,1,Entry
West Point,7777.0,34167.0,41.4,1,Entry
West Park,198.0,87344.0,40.3,1,Entry
West Ossipee,350.0,16278.0,47.7,1,Entry
West Orange,46386.0,87826.0,40.6,1,Entry
West Newton,5586.0,43607.0,47.6,1,Entry
West Monroe,34018.0,48191.0,36.0,1,Entry
West Melbourne,27160.0,53205.0,44.0,1,Entry
West Linn,28747.0,86042.0,43.9,1,Entry
West Lafayette,68328.0,36101.0,22.6,1,Entry
West Kingston,4256.0,66033.0,48.4,1,Entry
West Kill,359.0,52212.0,51.4,1,Entry
West Jefferson,7733.0,35476.0,44.8,1,Entry
West Islip,25821.0,104923.0,42.2,1,Entry
West Haven,55349.0,52353.0,36.9,1,Entry
West Forks,66.0,59583.0,55.7,1,Entry
West Fargo,27479.0,68917.0,33.6,1,Entry
West Dundee,15587.0,78091.0,40.9,1,Entry
West Covina,31796.0,70111.0,37.9,1,Entry
Westover,19782.0,42127.0,37.2,1,Entry
Wethersfield,26590.0,77740.0,44.4,1,Entry
Williamsville,53475.0,75189.0,46.7,1,Entry
Weymouth,14609.0,60059.0,42.5,1,Entry
Williamstown,39747.0,69499.0,38.9,1,Entry
Willernie,520.0,48542.0,37.2,1,Entry
Willard,8386.0,48082.0,35.8,1,Entry
Wildomar,30448.0,62507.0,34.4,1,Entry
Wichita Falls,17052.0,31565.0,31.9,1,Entry
Wibaux,928.0,41875.0,49.7,1,Entry
Whittier,20083.0,90477.0,38.7,1,Entry
Whitsett,7777.0,60718.0,37.2,1,Entry
Whitmore Lake,13582.0,56759.0,39.9,1,Entry
Whitman,14567.0,72462.0,39.1,1,Entry
Whitinsville,10350.0,62649.0,39.2,1,Entry
Whiting,12289.0,48580.0,39.2,1,Entry
Whitethorn,1198.0,50188.0,45.5,1,Entry
Whitestown,3246.0,64606.0,31.9,1,Entry
Whiteland,12358.0,64045.0,34.2,1,Entry
Whitehouse Station,9934.0,124712.0,44.7,1,Entry
Whiteford,2143.0,73125.0,43.5,1,Entry
Whitefield,2368.0,63750.0,45.1,1,Entry
White Sulphur Springs,1648.0,38017.0,41.8,1,Entry
White Salmon,5237.0,52783.0,46.1,1,Entry
White River Junction,9376.0,54327.0,42.4,1,Entry
White Plains,18337.0,108047.0,41.7,1,Entry
Wheatfield,7834.0,64250.0,37.2,1,Entry
Whately,282.0,83750.0,52.5,1,Entry
Whaleyville,470.0,59698.0,50.0,1,Entry
Swarthmore,9875.0,90275.0,39.6,1,Entry
Suttons Bay,4186.0,48237.0,48.7,1,Entry
Rancho Santa Margarita,44767.0,98821.0,34.8,1,Entry
Saint Croix Falls,4544.0,50140.0,45.2,1,Entry
Saint Robert,9637.0,52416.0,29.5,1,Entry
Saint Peters,71988.0,74161.0,38.1,1,Entry
Saint Michaels,3389.0,67277.0,57.2,1,Entry
Saint Marys,13140.0,48061.0,46.9,1,Entry
Saint Johnsbury,9754.0,45470.0,43.2,1,Entry
Saint Johns,39063.0,96166.0,38.7,1,Entry
Saint James,9069.0,46015.0,42.7,1,Entry
Saint Helens,15744.0,52852.0,35.4,1,Entry
Saint Helena,9538.0,83551.0,47.3,1,Entry
Saint George,36269.0,55418.0,38.1,1,Entry
Saint Francisville,10705.0,62517.0,41.4,1,Entry
Saint Francis,9403.0,44040.0,45.3,1,Entry
Saint Albans City,13868.0,52295.0,42.2,1,Entry
Surprise,47274.0,49093.0,49.4,1,Entry
Saint Albans,13868.0,52295.0,42.2,1,Entry
